web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557300516-2628","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@FrankMacMaster","Frank P. MacMaster, PhD","I am very happy to see this out! #rTMS in Youth With Treatment Resistant Major #Depression 

Thanks to @PedStrokeYYC @DrPaulCroarkin @Q_McLellan @SwansburgRose and many others including @BranchOutNF @ACHFKids @CHASCalgaryhttps://www.frontiersin.org/article/10.3389/fpsyt.2019.00170 …","3","12","26","1553866435000","6:33 AM - 29 Mar 2019","/FrankMacMaster/status/1111622514873008128"
"1557300516-2783","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Medscape","Medscape","Novel intranasal formulation of ketamine to #antidepressant treatment effective in resistant #depression:  http://ms.spr.ly/6014rLpuy","","14","32","1516543980000","6:13 AM - 21 Jan 2018","/Medscape/status/955080793327587328"
"1557300516-2617","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Brain_Facts_org","BrainFacts.org","#SSRIs were a game-changer for depression treatment. But, scientists now believe boosting #serotonin doesn't target the root cause of #depression. https://bit.ly/2VGeRBa  @AlexisWnuk","","10","21","1556312280000","1:58 PM - 26 Apr 2019","/Brain_Facts_org/status/1121881133996814338"
"1557300516-2598","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@utdoctorsathome","Utah Doctors At Home","Suffering from #Depression?
Depression is a common problem among older adults, but it must be remembered that it is NOT a normal part of aging. Seniors with depression can feel better by getting treatment on time.
Call Utah Doctors at Home today. (385)247-0050!!
#Doctorsathomepic.twitter.com/e2A1xSQD8Q","","","","1557265211000","2:40 PM - 7 May 2019","/utdoctorsathome/status/1125878017081974784"
"1557300516-3303","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@UpToDate","UpToDate","Adjunctive #olanzapine prevents recurrence during maintenance therapy for treatment-resistant #depression http://bddy.me/1p2iI4H","","7","7","1405431903000","6:45 AM - 15 Jul 2014","/UpToDate/status/489042966053679105"
"1557300516-2882","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@FoodAndPsych","Kimberley Wilson","Pilot study (38 participants) finds yoga may be helpful treatment for mild to moderate #depression https://twitter.com/PsyPost/status/853265434925297664 …","7","6","16","1492272929000","9:15 AM - 15 Apr 2017","/FoodAndPsych/status/853280629131276289"
"1557300516-2905","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JAMA_current","JAMA","Use of #Ketamine For Treatment-Refractory #Depression - Not Ready For Prime Time http://ja.ma/2lsMb0J pic.twitter.com/1iodtrYrPL","1","63","55","1488721501000","5:45 AM - 5 Mar 2017","/JAMA_current/status/838384857743044608"
"1557300516-2853","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ListenToEzra","Ezra  🇺🇸  🏳️‍🌈 (taking a long break)","From there, I went back to treatment. I played the game so I could get out. But I never recovered, the #depression always was there.","2","4","60","1501104547000","2:29 PM - 26 Jul 2017","/ListenToEzra/status/890323118702477312"
"1557300516-2879","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ucdavis","UC Davis","Video games a viable treatment for #depression  #videogames   . http://ow.ly/JPG430b8imt pic.twitter.com/Kh0H3ivkxt","","5","15","1493671517000","1:45 PM - 1 May 2017","/ucdavis/status/859146732248150016"
"1557300516-3292","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@EssexMHC","Essex Mental Health","#Depression has been trending on @twitter all day - it's time to increase funding into #mentalhealth research and treatment #RobinWilliams","2","28","14","1407867202000","11:13 AM - 12 Aug 2014","/EssexMHC/status/499257349132255235"
"1557300516-3001","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@LLTMovement","Loving Life Today","To learn more about #Ketamine Depression Treatment, download our free Ketamine #Depression Treatment packet.... http://fb.me/4WxmHZ299","","3","7","1467766648000","5:57 PM - 5 Jul 2016","/LLTMovement/status/750493834107170816"
"1557300516-3138","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ptsdjedi","ptsd jedi","Things are a lot better since receiving the #PTSD treatment. My life is far from perfect, but I feel Im progressing. #Depression #Recovery","","4","9","1438607807000","6:16 AM - 3 Aug 2015","/ptsdjedi/status/628192793249185793"
"1557300516-2753","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrJlieberman","Jeffrey A. Lieberman","Women’s #mentalhealth expert Dr Kathy Wisner received Glassman Memorial award for #research on #treatment of peri-partum #depression @ColumbiaPsych @APAPsychiatric @ColumbiaPSpic.twitter.com/2AWNQp02m3","2","8","20","1522857165000","8:52 AM - 4 Apr 2018","/DrJlieberman/status/981560210891444224"
"1557300516-3436","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Writerzz","Freelance","RT @tweetmeme Treatment For Severe Depression http://ow.ly/1qsVML #treatment #depression #psychology","","2","","1269027728000","12:42 PM - 19 Mar 2010","/Writerzz/status/10738022035"
"1557300516-2673","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WHOWPRO","World Health Organization Western Pacific","#Depression is treatable, with talking therapies or antidepressant medication or a combination of these. Without treatment, depression can impair your ability to function at work or school and to cope with daily life. 

At its most severe, depression can lead to suicide. pic.twitter.com/ZhkqTpmhnM","5","41","55","1545037264000","1:01 AM - 17 Dec 2018","/WHOWPRO/status/1074590287475834880"
"1557300516-3031","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@EUMasterMind","MasterMind Project","It's #depression awareness week. In MMind we think it's time 4 rethinking treatment of mental health disorders. What do you think? #daw2016","","8","10","1460968172000","1:29 AM - 18 Apr 2016","/EUMasterMind/status/721978959349592064"
"1557300516-2936","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@WeedFeed","Marijuana News","Physicians have Recommended #Cannabis for the Treatment of #Depression Since 1621 -  http://mmjne.ws/1T1h3w7  pic.twitter.com/uOIk2pJdbO","2","13","28","1480658464000","10:01 PM - 1 Dec 2016","/WeedFeed/status/804566032501198848"
"1557300516-3453","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@a_shoobs","Aaron Schubert","RT@scrapin_chick Suffer from depression. Want to know your treatment options http://tr.im/meIq #Depression","","","","1243138931000","9:22 PM - 23 May 2009","/a_shoobs/status/1899922912"
"1557300516-3413","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DrRichBesser","Rich Besser","T2 RT @NAMIMass: #depression self-assessment tool to see if u have symptoms + may need to seek treatment. http://bitly.com/qbgvbW  #abcDrBchat","","2","","1315935046000","10:30 AM - 13 Sep 2011","/DrRichBesser/status/113665939769266176"
"1557300516-2986","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NAMICommunicate","NAMI","A5: #Latinas have higher rates of #depression and are less likely to receive treatment than white or African American women #SaludTues","","10","9","1469554561000","10:36 AM - 26 Jul 2016","/NAMICommunicate/status/757992884729679876"
"1557300516-3052","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@NAMICommunicate","NAMI","How do you cope with #depression? Here is a list of 15 ways to fight depression http://owl.li/Ydido  #treatment #support #IAmStigmaFree","1","20","17","1455313832000","1:50 PM - 12 Feb 2016","/NAMICommunicate/status/698262939636203520"
"1557300516-3287","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PsychTimes","Psychiatric Times","Diagnostic and treatment of issues of atypical #depression (2012)- an evergreen topic  http://ow.ly/i/6u0Do","1","6","4","1408134315000","1:25 PM - 15 Aug 2014","/PsychTimes/status/500377702143373312"
"1557300516-3235","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@abc730","abc730","Ketamine treatment of #depression produces 'startling results' says neuroscientist Graham Barrett, WATCH: http://ab.co/1KZWDAL","1","4","5","1421835586000","2:19 AM - 21 Jan 2015","/abc730/status/557844999367589888"
"1557300516-3230","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BACP","BACP","Bryony Gordon on her treatment for #OCD and #depression: http://fw.to/cGO86nC  via @Telegraph","","5","3","1422630079000","7:01 AM - 30 Jan 2015","/BACP/status/561177341947543552"
"1557300516-2854","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@Mad_In_America","Mad In America","NICE Recommends #Counselling as a Treatment for #Depression

#psychiatry #psychology #mentalhealthhttps://www.madinamerica.com/2017/07/nice-recommends-counseling-depression/ …","1","12","12","1500933910000","3:05 PM - 24 Jul 2017","/Mad_In_America/status/889607416899407873"
"1557300516-2856","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@harrington1451","Richard Harrington SDP","the more people talk about #mentalhealth, the more sufferers will see they aren't alone in their treatment #sicknotweak #depression","","10","20","1500783087000","9:11 PM - 22 Jul 2017","/harrington1451/status/888974816266649600"
"1557300516-2953","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@RANDHealth","RAND Health","What is needed to close gaps in treatment for those w/ invisible wounds of war? http://hlth.rand.org/HnKa305cwcs  #TBI #depression #PTSDpic.twitter.com/eiUGnkiU7e","","11","8","1477003822000","3:50 PM - 20 Oct 2016","/RANDHealth/status/789237350677250053"
"1557300516-3269","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@PsychTimes","Psychiatric Times","Fast fact: About 7 million adults in the US have treatment-resistant #depression. Learn more in this quiz http://ow.ly/DEho4","5","29","13","1415455524000","6:05 AM - 8 Nov 2014","/PsychTimes/status/531085080706695168"
"1557300516-2677","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@JamesWBurger","James Burger","Great meta-review on physical activity in mental illness by @BrendonStubbs and co. Practice points at the end: Physical activity should be used in treatment of mild-mod #depression and #schizophreniahttps://twitter.com/Euro_Psychiatry/status/1055396785533960192 …","1","18","29","1543575816000","3:03 AM - 30 Nov 2018","/JamesWBurger/status/1068460532519321601"
"1557300516-3026","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@BefriendersKL","Befrienders KL","#depression is not sadness. It is a medical condition that needs treatment.","1","25","22","1463150808000","7:46 AM - 13 May 2016","/BefriendersKL/status/731133597596295168"
"1557300516-3171","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@AmberLyon","Amber Lyon","#Ayahuasca is showing promise as an effective treatment for #depression http://reset.me/study/study-ayahuasca-helps-bust-depression/ …","4","18","32","1432163040000","4:04 PM - 20 May 2015","/AmberLyon/status/601161480818458625"
"1557300516-2887","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@HealthCareGov","HealthCare.gov","#Depression is a serious mood disorder. Learn abt signs, symptoms & potential treatment: http://go.hc.gov/2nm4OnU   #LetsTalk #WorldHealthDaypic.twitter.com/XeazKqW7rW","2","24","34","1491582603000","9:30 AM - 7 Apr 2017","/HealthCareGov/status/850385190987866112"
"1557300516-3407","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DocAmen","Dr. Daniel Amen","#Depression Treatment Centers with Natural Remedies http://ow.ly/7Ayor  #brain #health","2","2","1","1321896365000","9:26 AM - 21 Nov 2011","/DocAmen/status/138669522973495297"
"1557300516-3152","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@DBSAlliance","DBSA","Childhood #Depression: Early diagnosis, intervention, and treatment are key. http://bit.ly/1IK2FWj  @USNewsHealth","","6","3","1436628602000","8:30 AM - 11 Jul 2015","/DBSAlliance/status/619891406467809280"
"1557300516-2720","https://twitter.com/search?l=&q=depression%20treatment%20%23depression%2C%20OR%20%23treatment%20since%3A2006-03-21%20until%3A2019-05-08&src=typd&lang=en","@ncmh_wales","National Centre for Mental Health (NCMH)","New study led by researchers @MRCcardiff & @CUBRICcardiff looks at the potential benefits of neurofeedback as a treatment for #depression - promising results but still more work needed in this area. https://www.ncmh.info/2018/07/20/training-brain-treat-depression/ …","2","16","20","1532093681000","6:34 AM - 20 Jul 2018","/ncmh_wales/status/1020300968079093765"
