,%Strength,Class,Pretend,care,created_at,date,daughter,description,df,draw,eat,educ,famili,favorite_count,followers_count,friends_count,haha,health,hello,help,id,id_str,ill,impress,let,listed_count,location,love,lunch,mayb,peopl,pictur,rent,retweet_count,retweeted,rock,shes,statuses_count,text,that,time,time_zone,toe,trentreznor,umbrella,user,wanna,watch
87,82.94816017150879,Relational,,,Tue Mar 26 14:43:36 +0000 2019,,,"My Life was so Boring , Lonely , so Blue. 
But when I met you , You turned my Lonely life into a Paradise , and all I think About is You! 💕
-Andrea's 💕",0,,,,,0,974,960,0.05531194433569908,,0.06531605124473572,,1110552887162101760,1110552887162101760,,0.06529425084590912,,0,"Daet, Bicol Region",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,132,@MiyakaAndrheea Im feeling down about everything. Okay lang Keep on going.,0.10056494921445847,,,,0.04018070921301842,,Zeeencoo,0.05528955161571503,0.059357237070798874
88,79.02363538742065,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,"Don't be stupid. 
Ariana Ghandi is real",0,,,,,0,6,27,0.05531194433569908,,0.06531605124473572,,1110552887007109121,1110552887007109121,,0.06529425084590912,,0,"München, Bayern",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,138,@sumpww Sounds like depression but the other way around and I don't like it,0.10056494921445847,,,,0.04018070921301842,,Mr_Sparrow_,0.05528955161571503,0.059357237070798874
89,81.0840904712677,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,dam's,0,,,,,0,50,74,0.05531194433569908,,0.06531605124473572,,1110552886591680512,1110552886591680512,,0.06529425084590912,,0,"Kuala Lumpur, Wilayah Persekut",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1896,"RT @nrfthah_mrn: When a women goes silent; 
- silence is a girl’s loudest cry
- when she is happy, she cant stop talking
- when she is sad,…",0.10056494921445847,,,,0.04018070921301842,,amaliarahim_,0.05528955161571503,0.059357237070798874
90,33.91711711883545,Relational,,,Tue Mar 26 14:43:35 +0000 2019,,,a series of infinite contradictions,0,,,,,0,283,226,0.05531194433569908,,0.06531605124473572,,1110552887015301120,1110552887015301120,,0.06529425084590912,,0,sea side 🌊,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,8286,"RT @dirtyIiar: “you look stressed out”

me: nah i’m good

also me: https://t.co/4EIHga7ujT",0.10056494921445847,,,,0.04018070921301842,,_heyitsalyy,0.05528955161571503,0.059357237070798874
91,85.69300770759583,Relational,,,Tue Mar 26 14:43:36 +0000 2019,,,[jjk ♡ ;; dms always open 🍂] — use bts to love yourself!,0,,,,,0,1074,894,0.05531194433569908,,0.06531605124473572,,1110552887590117376,1110552887590117376,,0.06529425084590912,,10,bts in paris 06/07!,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2088,I SWEAR IF BIG HIT DROPS SOMETHING I WILL COMBUST I AM STRESSED ABOUT OTHER THINGS,0.10056494921445847,,,,0.04018070921301842,,sumjeon,0.05528955161571503,0.059357237070798874
92,92.14613437652588,Relational,,,Tue Mar 26 14:43:36 +0000 2019,,,This account is my cry for help.,0,,,,,0,4,113,0.05531194433569908,,0.06531605124473572,,1110552888483340289,1110552888483340289,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,33,"RT @DolanDark: We tried our best, but unfortunately Article 13 has passed. I don't know why boomers are in charge of internet freedom when…",0.10056494921445847,,,,0.04018070921301842,,Duttzilla1,0.05528955161571503,0.059357237070798874
93,91.54323935508728,Relational,,,Tue Mar 26 14:43:36 +0000 2019,,,,0,,,,,0,363,507,0.05531194433569908,,0.06531605124473572,,1110552888818962432,1110552888818962432,,0.06529425084590912,,3,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,6315,@MrOkeke_ @OdeleyeWole One of the biggest reasons I lost weight was cause of the bad mouth of my friends. @oyewolzs… https://t.co/GXjeMdgKoI,0.10056494921445847,,,,0.04018070921301842,,Mr_akintan,0.05528955161571503,0.059357237070798874
94,54.71322536468506,Relational,,,Tue Mar 26 14:43:36 +0000 2019,,,I'll be your day dream & your favorite thing ❤️ MARY KAY MALAYSIA SALES DIRECTOR 💖💖💖 Feel free to have me as your personal beauty consultant ☺️,0,,,,,0,752,255,0.05531194433569908,,0.06531605124473572,,1110552890668507136,1110552890668507136,,0.06529425084590912,,18,"Penang, MALAYSIA",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,37532,"RT @topislamictwit: Ya Allah, 24 hours from now I may be sad or may be happy But Allah, if Im sad pls send for me strength to stand back up…",0.10056494921445847,,,,0.04018070921301842,,TyraYusoff,0.05528955161571503,0.059357237070798874
95,90.05056023597717,Relational,,,Tue Mar 26 14:43:36 +0000 2019,,,"Technophile, Biomedical Engineer, Mental Health Advocate, @JUFET alum",0,,,,,0,755,1645,0.05531194433569908,,0.06531605124473572,,1110552890760970240,1110552890760970240,,0.06529425084590912,,10,Kolkata,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,118162,Preventing depression in pregnancy: New guidelines – Harvard Health Blog – Harvard Health https://t.co/jRN1lL1SfD,0.10056494921445847,,,,0.04018070921301842,,somsirsa,0.05528955161571503,0.059357237070798874
96,82.72644281387329,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,A citizen of nowhere according to Mrs May.,0,,,,,0,591,584,0.05531194433569908,,0.06531605124473572,,1110552891436294146,1110552891436294146,,0.06529425084590912,,33,European Union,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,70224,"RT @MsMottram: This is sinister from Braverman, echoing Grand Wizards, straight out of the Bannon playbook, they are fascists. https://t.co…",0.10056494921445847,,,,0.04018070921301842,,whyohwhyfather,0.05528955161571503,0.059357237070798874
97,86.65046691894531,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,"Trending News Manager @dailykos, Jayhawker, National Park enthusiast, breast cancer survivor",0,,,,,0,20326,1662,0.05531194433569908,,0.06531605124473572,,1110552891620814848,1110552891620814848,,0.06529425084590912,,458,Kansas City,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,59749,I'm feeling overcome with anxiety about this again and to everyone out there with a pre-existing condition who is w… https://t.co/DzbhXetB7g,0.10056494921445847,,,,0.04018070921301842,,Scout_Finch,0.05528955161571503,0.059357237070798874
98,75.71566700935364,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,Sumthin Sumthin,0,,,,,0,151,193,0.05531194433569908,,0.06531605124473572,,1110552891801169920,1110552891801169920,,0.06529425084590912,,0,"Ottawa, Ontario",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2702,"RT @boiie_: my anxiety: go crazy

my depression: go stupid",0.10056494921445847,,,,0.04018070921301842,,luhupapi,0.05528955161571503,0.059357237070798874
99,66.44461750984192,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,"stupida, incapace di argomentare, presuntuosa e infantile ma almeno sono simpatica (secondo i giornalisti neanche quello)",0,,,,,0,147,41,0.05531194433569908,,0.06531605124473572,,1110552892409303041,1110552892409303041,,0.06529425084590912,,3,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,6096,"RT @trashloger: My mom when she was pregnant with me:

|              |
|               \
|                 \
|                   \
|…",0.10056494921445847,,,,0.04018070921301842,,royaltythirl2,0.05528955161571503,0.059357237070798874
100,77.04321146011353,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,"RuPaul's Drag Race, Ireland's Got Talent judge, singer, actress, ally, smart ass. ALL INQUIRIES 🇺🇸🇬🇧🇮🇪 🏳️‍🌈 HouseofVisage@gmail.com",0,,,,,0,483057,1896,0.05531194433569908,,0.06531605124473572,,1110552893541634048,1110552893541634048,,0.06529425084590912,,1358,over the rainbow,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,122417,"RT @bluebay700: #ICYMI NEW @RuPaul #WhatsTheTee? w/ @MichelleVisage Ep197 — @JoelMcHale “#GoldenGirls, the tie, #Poshmark, #Seattle, #Depre…",0.10056494921445847,,,,0.04018070921301842,,michellevisage,0.05528955161571503,0.059357237070798874
101,83.20286273956299,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,,0,,,,,0,3,11,0.05531194433569908,,0.06531605124473572,,1110552894078488576,1110552894078488576,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,4,"RT @Bible_Time: You're not a failure until you stop trying. If you have no other testimony you have this one: ""I'm still here.""",0.10056494921445847,,,,0.04018070921301842,,MaamoNeill,0.05528955161571503,0.059357237070798874
102,82.13488459587097,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,rainbow heart,0,,,,,0,283,239,0.05531194433569908,,0.06531605124473572,,1110552894086905856,1110552894086905856,,0.06529425084590912,,0,ββ ar,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1062,wanna come pero my anxiety is telling me not to. aaaaaa :((,0.10056494921445847,,,,0.04018070921301842,,jerseyyalcala,0.05528955161571503,0.059357237070798874
103,50.15963912010193,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,Partner at international family law firm Expatriate Law; specialising mainly in divorce and international children issues; based in Dubai; Arsenal fan,0,,,,,0,1431,681,0.05531194433569908,,0.06531605124473572,,1110552894321975303,1110552894321975303,,0.06529425084590912,,26,"Dubai, United Arab Emirates",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,4860,@clivepafc @arseblog @Arsenal @YankeeGunner He must be a total nightmare to play with. Watching him charging must g… https://t.co/35H7kO375x,0.10056494921445847,,,,0.04018070921301842,,byron_barrister,0.05528955161571503,0.059357237070798874
104,90.36256670951843,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,"#writingcommunity MBA Writer of Dreadful: Tales of the Dead and Dying/upcoming The Rat King. Featured in Monstronomicon, Sirens at Midnight, NoSleep pod.",0,,,,,0,646,775,0.05531194433569908,,0.06531605124473572,,1110552894657519616,1110552894657519616,,0.06529425084590912,,7,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,422,"The serial killer took a beta blocker to #inhibit growing anxiety, not knowing a side effect on his body was volcan… https://t.co/XhExQKVXGK",0.10056494921445847,,,,0.04018070921301842,,TheLPHernandez,0.05528955161571503,0.059357237070798874
105,77.6475191116333,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,,0,,,,,0,1544,973,0.05531194433569908,,0.06531605124473572,,1110552894951079937,1110552894951079937,,0.06529425084590912,,3,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,68731,RT @bevitooo: Bitch shut up. https://t.co/1Ja1eTzlj4,0.10056494921445847,,,,0.04018070921301842,,zynae_,0.05528955161571503,0.059357237070798874
106,90.68591594696045,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,In love 🚩,0,,,,,0,701,422,0.05531194433569908,,0.06531605124473572,,1110552895169150977,1110552895169150977,,0.06529425084590912,,0,"Shanghai, People's Republic of China",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5294,"If you were asked to teach a class, what class would you teach? — Values, total daghan namn sad judgements sa kalib… https://t.co/ugqxRmVEuM",0.10056494921445847,,,,0.04018070921301842,,BeaangelineBeaa,0.05528955161571503,0.059357237070798874
107,77.52239108085632,Relational,,,Tue Mar 26 14:43:37 +0000 2019,,,"⚧ Librarian-archivist, trans lady scribe, actual metalhead. I hate lanyards. Selling the trans-flavored #F4 https://www.amazon.com/Larissa-Glasser/e/B077VRYC8L/",0,,,,,0,1013,751,0.05531194433569908,,0.06531605124473572,,1110552894141546496,1110552894141546496,,0.06529425084590912,,21,Zothique,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,15213,@TransEthics @SenSanders You know what the sad thing is? I’ll take it lol https://t.co/GRhnHd2Jod,0.10056494921445847,,,,0.04018070921301842,,larissaeglasser,0.05528955161571503,0.059357237070798874
108,90.139240026474,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,Ruby Shiller Enenajor DiGiuseppe | Founder & Director @CannabisAmnesty | Crim & Public Law | Justice & Prison Reform | Former #SCC Clerk | @loranscholar |,0,,,,,0,3552,1810,0.05531194433569908,,0.06531605124473572,,1110552896481820673,1110552896481820673,,0.06529425084590912,,56,Toronto,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,7958,Canada’s correctional service ordered to pay tens of millions for placing mentally ill inmates in solitary confinem… https://t.co/ssXj67qkjf,0.10056494921445847,,,,0.04018070921301842,,AEnenajor,0.05528955161571503,0.059357237070798874
109,66.3458526134491,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,#dentistry✌#tennis 🎾🖤#rogerfederer 💙,0,,,,,0,3194,396,0.05531194433569908,,0.06531605124473572,,1110552896188362752,1110552896188362752,,0.06529425084590912,,3,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,36445,RT @adam_elayan: @ my professors https://t.co/8epv3g3a68,0.10056494921445847,,,,0.04018070921301842,,ayaehab97,0.05528955161571503,0.059357237070798874
110,66.63081049919128,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,"My main interests are traveling, sports and pissing excellence.",0,,,,,0,31,143,0.05531194433569908,,0.06531605124473572,,1110552896645619712,1110552896645619712,,0.06529425084590912,,0,Maine,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,416,@TPeace19 @LDSLIMO @IngravenVids @Ravens @Lj_era8 @RGIII @MarkIngram22 Why would I be triggered by anything you clo… https://t.co/qRYKjEs4mq,0.10056494921445847,,,,0.04018070921301842,,skeefe54,0.05528955161571503,0.059357237070798874
111,90.3648316860199,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,,0,,,,,0,52,230,0.05531194433569908,,0.06531605124473572,,1110552896507183104,1110552896507183104,,0.06529425084590912,,0,"Rehoboth Beach, DE",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,1124,"RT @KokeReport: Omar Upset Minnesota Democrats Want Her Removed From Congress, Do You Want To Remove Her From Congress ? https://t.co/4CHK5…",0.10056494921445847,,,,0.04018070921301842,,JohnsonDJ1002,0.05528955161571503,0.059357237070798874
112,62.169432640075684,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,ugly,0,,,,,0,135,124,0.05531194433569908,,0.06531605124473572,,1110552897463320576,1110552897463320576,,0.06529425084590912,,0,alikabuk,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,8125,RT @maddoooog: please be careful with me. sometimes i just get sad and i don't know why. i'm sorry.,0.10056494921445847,,,,0.04018070921301842,,ierdnaDavid,0.05528955161571503,0.059357237070798874
113,83.28489065170288,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,Follow for exclusive news and updates. Founder of #SurvivingCardiB movement. Views are our own & retweets not endorsements. Parody account. Backup: @dailycxnt2,0,,,,,0,1820,2039,0.05531194433569908,,0.06531605124473572,,1110552898361065473,1110552898361065473,,0.06529425084590912,,3,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,780,RT @XtingXKing: @HOT97 @daiIycxnt i feel so sad for the poor victims 😢,0.10056494921445847,,,,0.04018070921301842,,daiIycxnt,0.05528955161571503,0.059357237070798874
114,73.14022183418274,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,Dream without fear. Love without limits.,0,,,,,0,135,52,0.05531194433569908,,0.06531605124473572,,1110552898814033921,1110552898814033921,,0.06529425084590912,,0,,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2542,RT @kurkurkurk: Lemme give ya a little anxiety. https://t.co/s9EUCjlGbN,0.10056494921445847,,,,0.04018070921301842,,mariahyesenia4,0.05528955161571503,0.059357237070798874
115,91.64354205131531,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,"Publishing Ninja, Cheerleader, Passion Police, and Fairy Godmother.",0,,,,,0,327,325,0.05531194433569908,,0.06531605124473572,,1110552899279425536,1110552899279425536,,0.06529425084590912,,24,Republic of the Philippines,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,10785,"RT @AeneaMateo: rt if you've ever:

- self-harmed
- attempted suicide
- been to a therapist
- cancelled on things because you don't have th…",0.10056494921445847,,,,0.04018070921301842,,alyal_20,0.05528955161571503,0.059357237070798874
116,55.772680044174194,Relational,,,Tue Mar 26 14:43:38 +0000 2019,,,"I was born when very young, my mother was there at the time.  I like cats and they seem to like me which is a bonus.",0,,,,,0,208,537,0.05531194433569908,,0.06531605124473572,,1110552897366962176,1110552897366962176,,0.06529425084590912,,1,"Poitou-Charentes, France",,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,5879,RT @Confused_Dude: Going to get SAD and ANGRY in a bit. Watch you cowards. https://t.co/cPUih3w9ym,0.10056494921445847,,,,0.04018070921301842,,CatherineExpat,0.05528955161571503,0.059357237070798874
117,66.44467115402222,Relational,,,Tue Mar 26 14:43:39 +0000 2019,,,The hoper of far-flung hopes,0,,,,,0,272,947,0.05531194433569908,,0.06531605124473572,,1110552899736657920,1110552899736657920,,0.06529425084590912,,6,a,,,,,0.08282649517059326,,0,False,0.06249822676181793,0.0402023047208786,2721,"RT @peedekaf: my mom when she was pregnant with me:

|              |
|              |
|               \
|                 \
|…",0.10056494921445847,,,,0.04018070921301842,,InvalidBen,0.05528955161571503,0.059357237070798874
